MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MedianHouseValue
3.8068,52.0,3.8260869565217392,1.0869565217391304,88.0,1.9130434782608696,37.88,-122.52,2.75
2.2165,15.0,4.546318289786223,1.009501187648456,1130.0,2.684085510688836,35.76,-120.7,0.906
2.825,41.0,4.185185185185185,1.0555555555555556,1159.0,3.066137566137566,34.22,-118.44,1.686
2.1793,36.0,2.882,1.068,1809.0,3.618,34.11,-118.2,1.857
2.1173,34.0,4.123232323232323,1.0444444444444445,1479.0,2.987878787878788,34.03,-118.31,1.566
3.4509,24.0,4.038664323374341,1.0105448154657293,2409.0,4.233743409490334,37.35,-121.82,1.824
8.6123,21.0,8.056451612903226,1.0,1323.0,3.556451612903226,33.82,-118.05,3.867
3.7188,27.0,5.048611111111111,0.9444444444444444,467.0,3.2430555555555554,34.28,-118.7,2.5
5.5224,23.0,5.3669950738916254,1.041871921182266,1338.0,3.2955665024630543,34.19,-118.87,2.407
2.7413,13.0,5.571741511500548,1.0744797371303396,2284.0,2.501642935377875,37.27,-119.67,1.231
6.5799,26.0,5.835106382978723,0.8882978723404256,701.0,3.728723404255319,33.86,-118.27,1.966
3.2984,21.0,4.357601713062098,1.1434689507494646,948.0,2.0299785867237685,33.07,-117.31,3.694
2.5556,29.0,3.9364864864864866,1.0635135135135134,3803.0,5.139189189189189,33.96,-118.17,1.465
2.575,45.0,5.663793103448276,1.1939655172413792,649.0,2.7974137931034484,39.17,-122.9,0.736
4.1319,43.0,3.6946564885496183,1.0101781170483461,897.0,2.282442748091603,37.78,-122.45,3.227
10.1531,2.0,9.90632911392405,1.130379746835443,2985.0,3.778481012658228,33.64,-117.62,4.841
2.8701,26.0,3.683250414593698,1.097844112769486,1998.0,3.3134328358208953,34.2,-118.53,1.911
6.1324,20.0,8.220930232558139,1.3255813953488371,282.0,3.2790697674418605,37.54,-120.82,1.648
1.6348,15.0,3.404320987654321,1.0,2511.0,3.875,32.55,-117.04,0.932
3.1682,18.0,4.273668639053255,1.128698224852071,2441.0,1.805473372781065,37.71,-122.15,2.027
1.4397,28.0,4.829457364341085,1.1434108527131783,884.0,3.4263565891472867,38.63,-121.45,0.517
