MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MedianHouseValue
2.7072,29.0,3.2546201232032854,1.1129363449691991,1019.0,2.0924024640657084,34.02,-118.48,3.75
4.625,34.0,132.53333333333333,34.06666666666667,36.0,2.4,38.8,-120.08,1.625
1.6632,27.0,4.864457831325301,1.069277108433735,1380.0,4.156626506024097,35.35,-118.99,0.498
5.3185,52.0,6.210023866348449,0.9976133651551312,1137.0,2.7136038186157516,34.18,-118.28,3.58
4.7097,12.0,6.505263157894737,1.0736842105263158,1048.0,2.7578947368421054,34.56,-118.21,2.621
2.1912,37.0,2.423076923076923,1.1282051282051282,714.0,4.576923076923077,33.99,-118.23,1.125
8.1078,26.0,6.599526066350711,0.990521327014218,1221.0,2.8933649289099526,37.35,-122.02,3.657
3.0926,6.0,3.67351598173516,1.0833333333333333,2295.0,2.6198630136986303,34.24,-118.52,4.185
7.1264,34.0,4.261904761904762,1.0357142857142858,162.0,1.9285714285714286,33.86,-118.43,5.00001
4.1514,10.0,5.4706439393939394,1.053030303030303,2917.0,2.762310606060606,34.32,-118.46,1.941
2.485,20.0,5.147058823529412,1.035294117647059,834.0,2.4529411764705884,40.51,-122.4,1.006
4.0789,35.0,5.640198511166253,1.0173697270471465,1431.0,3.5508684863523574,34.2,-118.56,1.967
4.4954,34.0,5.388329979879276,1.028169014084507,1540.0,3.0985915492957745,33.9,-118.02,2.029
4.0039,36.0,5.062761506276151,0.9874476987447699,981.0,4.104602510460251,37.48,-122.14,1.489
5.5036,16.0,6.548117154811716,1.0753138075313808,893.0,3.7364016736401675,32.92,-117.13,1.923
8.5325,14.0,7.973584905660378,0.9660377358490566,842.0,3.177358490566038,35.35,-119.09,2.241
10.1597,16.0,7.606936416184971,1.1213872832369942,450.0,2.601156069364162,34.14,-118.83,5.00001
2.8009,46.0,4.206831119544592,1.032258064516129,1107.0,2.1005692599620494,35.27,-120.66,1.926
3.6389,36.0,5.584615384615384,1.1153846153846154,490.0,3.769230769230769,33.91,-118.1,1.676
2.679,41.0,4.66,1.0493333333333332,1849.0,2.465333333333333,37.7,-122.12,1.449
4.7708,36.0,5.106280193236715,1.0,658.0,3.178743961352657,34.07,-117.92,1.917
2.6726,32.0,5.005102040816326,1.0178571428571428,1005.0,2.563775510204082,36.77,-119.75,0.704
1.9209,45.0,2.8093434343434343,1.0441919191919191,2699.0,3.407828282828283,34.08,-118.26,1.792
3.9073,17.0,6.223577235772358,1.1382113821138211,775.0,3.1504065040650406,36.61,-119.44,0.916
2.3281,33.0,3.6312997347480107,1.0822281167108754,1475.0,3.9124668435013263,34.08,-118.18,1.519
2.9821,28.0,5.91480996068152,1.001310615989515,1593.0,2.0878112712975097,35.39,-119.03,1.187
