MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MedianHouseValue
3.9187,39.0,5.6109422492401215,1.0638297872340425,765.0,2.325227963525836,32.81,-117.25,3.119
4.8214,29.0,5.4186046511627906,0.8895348837209303,711.0,4.133720930232558,33.95,-117.5,1.434
2.3056,36.0,5.268656716417911,0.9701492537313433,792.0,2.955223880597015,38.14,-122.23,0.904
4.5375,23.0,4.6,1.1,118.0,2.95,37.74,-122.44,3.5
1.9495,26.0,3.2094763092269325,1.0062344139650872,3163.0,3.9438902743142146,34.08,-118.21,1.732
3.233,33.0,5.166841552990556,1.0566631689401889,3502.0,3.6747114375655823,34.08,-117.34,0.994
3.1028,17.0,5.137254901960785,1.0924369747899159,1253.0,3.5098039215686274,34.08,-117.48,1.064
3.5347,36.0,4.176691729323308,1.0338345864661653,1333.0,5.011278195488722,34.27,-118.44,1.581
3.4306,34.0,5.774410774410774,0.9764309764309764,780.0,2.6262626262626263,36.22,-119.09,0.743
2.8167,35.0,6.459649122807018,1.0526315789473684,783.0,2.7473684210526317,38.0,-121.22,1.621
3.6094,52.0,5.171014492753623,1.0666666666666667,966.0,2.8,34.17,-118.13,2.615
3.9464,9.0,4.675257731958763,1.0670103092783505,619.0,3.1907216494845363,34.14,-117.96,1.796
3.9028,25.0,5.470967741935484,0.9870967741935484,436.0,2.8129032258064517,39.52,-121.49,0.938
4.0096,35.0,5.4366925064599485,1.0310077519379846,1659.0,4.286821705426356,33.96,-118.08,1.65
4.3529,38.0,6.1547231270358305,1.0,1495.0,2.4348534201954397,32.77,-117.07,1.84
0.8438,17.0,2.9079754601226995,1.0337423312883436,971.0,1.4892638036809815,34.15,-118.14,1.75
3.1677,39.0,4.228937728937729,0.9633699633699634,870.0,1.5934065934065933,34.07,-118.37,4.534
5.723,24.0,4.846635367762128,1.237871674491393,1075.0,1.6823161189358373,33.96,-118.45,5.00001
3.7083,52.0,4.3585313174946005,0.9114470842332614,1142.0,2.466522678185745,37.76,-122.5,3.077
5.0764,24.0,5.4550691244239635,1.1002304147465438,2600.0,2.9953917050691246,33.82,-117.94,2.286
4.0781,26.0,6.367924528301887,1.119496855345912,2072.0,3.257861635220126,38.64,-122.94,2.878
12.3292,29.0,7.916666666666667,1.0555555555555556,244.0,3.388888888888889,37.38,-121.81,4.167
3.6275,23.0,4.876344086021505,1.0268817204301075,3881.0,4.173118279569892,34.01,-117.89,1.541
3.5278,48.0,5.09811320754717,1.0188679245283019,650.0,2.452830188679245,37.76,-122.49,3.398
3.5335,21.0,3.55,1.05,2719.0,1.9147887323943662,34.04,-118.47,2.688
5.5456,35.0,4.909930715935335,1.002309468822171,1044.0,2.4110854503464205,33.86,-118.36,2.974
1.2292,52.0,2.3401360544217686,1.2040816326530612,460.0,3.129251700680272,32.72,-117.15,1.375
5.1836,36.0,5.926267281105991,0.9700460829493087,1318.0,3.0368663594470044,33.84,-118.1,2.197
2.3693,11.0,4.434607645875252,1.0422535211267605,1472.0,2.9617706237424546,32.86,-116.92,1.27
4.3586,8.0,5.744265080713679,1.048428207306712,3237.0,2.750212404418012,38.27,-122.07,1.734
4.2586,26.0,5.750696378830083,0.9944289693593314,1820.0,2.534818941504178,32.82,-116.93,1.71
2.2019,15.0,10.813218390804598,2.2528735632183907,717.0,2.060344827586207,39.72,-120.66,1.305
5.2177,15.0,7.384449244060475,1.0161987041036717,3166.0,3.4190064794816415,38.72,-121.25,1.627
3.0587,5.0,5.284007352941177,1.2729779411764706,2382.0,2.1893382352941178,34.08,-117.21,1.431
2.9386,13.0,5.2218390804597705,1.0126436781609196,2298.0,2.6413793103448278,33.24,-117.33,1.434
3.1029,27.0,4.135802469135802,1.0946502057613168,460.0,1.8930041152263375,33.42,-117.62,1.906
2.0208,43.0,3.2962962962962963,0.6666666666666666,86.0,3.185185185185185,39.18,-122.91,0.725
4.4611,21.0,6.2759134973900075,1.0335570469798658,4308.0,3.2125279642058167,34.13,-117.61,1.646
8.7124,15.0,8.042735042735043,1.0897435897435896,1448.0,3.094017094017094,33.84,-117.76,4.105
3.2386,16.0,5.03,1.06,515.0,2.575,36.33,-119.78,1.125
2.1125,26.0,4.690821256038648,1.183574879227053,592.0,2.859903381642512,34.07,-117.32,0.84
2.0888,45.0,3.130932896890344,1.1391162029459903,1552.0,2.5400981996726677,34.1,-118.33,2.375
2.7375,36.0,4.870036101083032,1.1245487364620939,1544.0,2.7870036101083033,34.2,-118.44,2.349
6.8787,38.0,6.12520325203252,0.9804878048780488,1455.0,2.3658536585365852,37.52,-122.29,3.868
5.0203,47.0,5.591397849462366,1.053763440860215,1149.0,2.470967741935484,37.43,-122.15,4.763
2.7986,29.0,4.409090909090909,1.1414141414141414,649.0,3.2777777777777777,34.06,-117.69,1.144
5.0384,35.0,6.228070175438597,1.0292397660818713,574.0,3.3567251461988303,33.89,-118.0,2.008
3.2241,28.0,4.188376753507014,1.139612558450234,2549.0,1.702738810955244,34.15,-118.43,2.958
